Genomes	Enzyme_1	Enzyme_2	Enzyme_3	Enzyme_4	Enzyme_5	Enzyme_6	Enzyme_7	Enzyme_8	Enzyme_9	Enzyme_10	Enzyme_11	Enzyme_12	Enzyme_13	Enzyme_14	Enzyme_15	Enzyme_16	Enzyme_17	Enzyme_18	Enzyme_19	Enzyme_20	Enzyme_21	Enzyme_22	Enzyme_23	Enzyme_24	Enzyme_25	Enzyme_26	Enzyme_27	Enzyme_28	Enzyme_29	Enzyme_30	Enzyme_31	Enzyme_32	Enzyme_33	Enzyme_34	Enzyme_35	Enzyme_36	Enzyme_37	Enzyme_38	Enzyme_39	Enzyme_40	Enzyme_41	Enzyme_42	Enzyme_43	Enzyme_44	Enzyme_45	Enzyme_46	Enzyme_47	Enzyme_48	Enzyme_49	Enzyme_50	Enzyme_51	Enzyme_52	Enzyme_53	Enzyme_54	Enzyme_55	Enzyme_56	Enzyme_57	Enzyme_58	Enzyme_59	Enzyme_60	Enzyme_61	Enzyme_62	Enzyme_63	Enzyme_64	Enzyme_65	Enzyme_66	Enzyme_67	Enzyme_68	Enzyme_69	Enzyme_70	Enzyme_71	Enzyme_72	Enzyme_73	Enzyme_74	Enzyme_75	Enzyme_76	Enzyme_77	Enzyme_78	Enzyme_79	Enzyme_80	Enzyme_81	Enzyme_82	Enzyme_83	Enzyme_84	Enzyme_85	Enzyme_86	Enzyme_87	Enzyme_88	Enzyme_89	Enzyme_90	Enzyme_91	Enzyme_92	Enzyme_93	Enzyme_94	Enzyme_95	Enzyme_96	Enzyme_97	Enzyme_98	Enzyme_99	Enzyme_100	Enzyme_101	Enzyme_102	Enzyme_103	Enzyme_104	Enzyme_105	Enzyme_106
Streptomyces violaceorubidus JODM01	17	0	4	1	1	3	1	5	1	2	4	2	1	4	3	2	3	5	3	4	1	8	1	3	3	1	6	4	2	5	1	1	1	1	1	16	1	2	1	1	3	2	1	1	1	1	1	1	4	1	2	1	1	1	2	2	10	2	1	1	12	3	1	2	2	1	5	7	1	1	12	1	1	4	0	4	9	1	2	3	2	5	1	2	3	2	1	6	9	3	3	1	1	2	1	1	2	1	1	1	2	3	1	6	3	1
Streptomyces sp. NRRL F-525 JNXE01	24	2	7	1	1	3	1	8	2	2	4	2	1	5	5	2	5	5	3	4	1	9	1	4	4	1	7	5	2	7	1	1	1	1	1	15	1	2	1	2	3	2	2	2	2	1	2	1	6	1	2	1	1	2	2	1	11	1	1	1	14	3	1	2	1	1	7	9	1	1	13	2	1	4	1	5	10	3	2	2	2	8	1	2	4	2	2	8	13	2	3	1	3	2	1	1	2	1	1	1	2	3	1	8	5	2
Streptomyces pyridomyceticus JOAY01	11	0	3	2	1	2	1	4	1	2	2	3	1	4	3	1	1	4	2	2	1	3	1	4	3	0	5	3	1	5	1	1	1	1	2	9	1	2	0	1	3	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	11	1	1	1	12	4	2	2	1	1	4	3	1	1	12	3	1	5	0	1	8	3	2	1	1	1	1	1	3	1	1	6	3	1	1	2	4	3	1	1	1	1	1	1	2	3	1	9	3	1
Streptomyces coelicoflavus ZG0656 AHGS01	14	2	3	2	2	3	1	6	1	2	4	3	1	4	4	2	2	3	3	4	1	6	1	2	4	1	5	3	1	6	1	1	1	1	1	16	1	2	1	1	4	2	2	1	1	1	2	1	4	2	2	2	1	1	2	1	10	1	2	2	12	2	1	2	1	1	6	6	1	1	12	1	1	3	0	3	8	2	3	2	2	5	1	3	3	2	2	6	9	1	3	1	1	3	2	3	2	1	1	1	2	3	1	6	4	1
Streptomyces aureofaciens NRRL B-2657JOER01	14	0	6	2	1	2	1	4	1	2	4	3	1	4	4	1	2	3	2	4	1	4	1	4	5	1	8	4	2	7	1	2	1	1	1	11	3	3	2	1	6	2	1	1	1	1	1	1	5	1	2	1	1	1	1	1	15	1	1	1	16	8	1	2	2	1	6	3	2	1	16	2	1	3	1	2	8	2	3	2	1	3	1	0	3	1	2	8	6	1	1	1	2	3	2	2	2	1	1	1	2	3	1	8	4	1
Streptomyces sp. HmicA12 ARED01	27	2	5	2	1	3	1	6	2	2	4	3	2	4	3	2	4	4	3	4	1	13	1	3	3	1	5	6	1	4	1	2	2	1	1	15	1	3	2	1	4	1	1	1	1	1	1	1	3	2	2	1	1	1	3	1	12	2	1	1	17	3	1	2	1	1	5	6	1	1	16	2	1	3	0	3	10	2	3	2	2	3	1	1	3	2	1	4	12	1	3	2	2	3	2	1	1	1	1	1	2	3	1	9	3	1
Streptomyces sp. Wigar10 AGDF01	14	1	5	2	2	2	1	4	2	2	6	4	1	5	4	1	2	3	1	4	1	8	1	3	3	0	10	3	2	4	1	1	1	1	2	13	1	3	1	1	3	3	1	1	1	0	1	1	5	1	2	0	1	1	2	1	11	1	0	0	12	4	1	2	1	1	5	6	2	1	12	1	2	3	1	3	9	2	2	2	2	4	1	2	3	1	1	5	5	2	1	1	2	3	1	1	1	1	1	0	2	3	1	3	3	2
Streptomyces thermolilacinus SPC6 ASHX01	14	1	4	2	1	2	1	2	1	2	2	2	1	4	2	1	2	3	2	3	1	3	1	3	3	0	8	3	1	4	1	2	1	1	1	12	1	2	1	1	3	2	1	1	1	1	2	1	4	2	2	2	1	1	1	1	11	1	2	2	12	2	2	3	1	1	4	5	1	1	10	1	1	4	0	3	8	2	2	1	2	2	1	1	3	2	1	9	5	1	2	1	2	2	1	1	1	1	1	1	2	3	1	6	2	1
Streptomyces sp. NRRL F-6628 JOHX01	16	1	4	2	1	3	1	3	1	2	3	2	1	4	3	1	1	2	1	3	1	7	1	3	1	1	6	3	1	4	1	2	2	1	1	11	1	2	1	1	3	1	1	1	1	1	1	1	3	1	2	1	2	2	1	2	10	1	1	1	12	1	1	2	1	1	7	1	1	1	12	2	1	2	1	4	9	3	2	2	1	3	1	1	3	1	1	7	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces xiaopingdaonensis AJTQ01	15	1	6	2	1	2	1	4	2	2	1	3	1	4	3	1	1	4	3	4	1	7	1	3	1	2	5	3	2	3	1	2	1	1	1	8	1	2	1	1	3	2	2	1	1	1	3	1	5	1	2	1	1	2	3	1	9	1	1	1	10	4	1	1	1	1	6	2	1	1	10	1	1	5	0	3	9	2	2	2	1	3	1	2	3	1	1	6	9	1	1	1	1	3	2	1	1	1	1	1	2	3	1	5	3	1
Streptomyces halstedii JOAZ01	16	1	5	3	2	2	1	5	3	2	5	2	1	4	3	1	2	3	2	4	1	5	1	4	4	1	4	3	1	4	1	3	1	1	1	12	1	2	1	1	3	3	1	1	1	1	2	1	8	1	2	1	2	2	2	1	9	1	1	1	10	2	1	2	1	1	3	8	1	1	12	2	1	3	1	3	8	3	2	1	2	5	1	2	3	1	1	5	8	1	2	2	2	2	1	1	1	2	1	0	2	3	1	7	3	1
Streptomyces sp. 303MFCol52 ARTR01	21	2	6	2	1	4	1	7	1	2	4	2	1	5	4	2	4	5	3	4	1	5	1	3	3	0	7	4	2	6	1	2	1	1	1	12	1	3	1	1	4	2	3	2	3	1	2	1	5	1	2	1	1	1	2	1	13	1	1	1	16	2	1	2	1	1	6	8	1	1	16	2	1	3	0	4	8	3	3	2	2	5	1	2	3	2	2	7	11	1	2	1	1	2	1	2	2	1	1	1	2	3	1	7	4	2
Streptomyces sp. CcalMP-8W ARDQ01	15	1	4	2	1	2	1	5	2	2	5	2	1	4	3	1	2	3	2	4	1	7	1	3	3	1	6	5	1	4	1	2	1	1	2	13	1	3	1	1	3	3	1	1	1	1	2	1	6	1	2	1	1	1	2	1	14	1	1	1	17	5	1	2	1	1	4	4	1	1	15	1	2	5	1	3	10	3	2	1	2	4	1	1	3	1	1	5	5	1	1	1	1	2	1	1	1	1	1	0	2	3	1	8	4	1
Streptomyces sp. SA3_actG ADXA01	24	1	3	2	1	3	1	5	1	2	3	2	1	4	4	1	2	3	2	3	1	7	1	3	2	1	6	1	2	5	1	1	1	1	1	11	1	2	1	1	3	2	1	1	1	1	3	2	5	2	2	1	1	1	2	1	8	1	1	1	10	1	1	2	1	1	6	3	1	1	10	2	1	5	1	3	6	3	2	2	1	5	1	2	3	1	2	4	5	1	1	2	1	2	1	1	2	1	1	0	2	3	1	4	4	1
Streptomyces bikiniensis NRRL ISP-5582 JOAU01	15	1	3	2	1	3	1	4	1	2	2	2	1	5	4	1	2	4	2	4	1	7	1	3	2	0	8	5	1	5	1	1	1	2	2	13	0	2	1	1	2	1	2	1	1	1	2	1	4	1	2	1	1	1	2	1	14	1	1	2	17	2	1	1	2	1	5	3	1	1	17	2	1	7	0	4	8	4	2	2	1	3	1	1	2	2	2	9	6	1	1	1	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces sp. NRRL B-1322 JOHF01	12	1	6	1	1	4	1	5	2	2	4	3	1	5	3	1	2	4	3	3	1	4	1	3	4	0	6	3	1	4	1	2	1	2	1	12	1	3	2	1	3	2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	11	1	1	2	13	2	2	2	1	1	4	3	1	1	15	2	1	3	0	2	6	2	2	1	2	4	1	2	3	1	1	7	8	1	1	2	3	3	2	2	1	1	1	1	2	3	1	5	5	1
Streptomyces sp. CNY228 ARIN01	16	1	4	2	1	3	1	4	1	2	3	2	1	4	3	1	2	3	2	3	1	7	1	3	1	2	5	3	1	4	1	2	2	1	1	11	1	2	1	1	3	1	2	1	1	1	1	1	6	1	2	1	2	2	1	1	10	1	1	1	12	1	1	2	1	1	7	1	1	1	12	2	1	2	1	4	9	3	2	2	1	4	1	1	3	2	1	7	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces collinus Tu 365 NC_021985.1	19	2	5	1	1	4	1	7	1	2	4	2	1	4	4	1	3	4	3	4	1	6	1	3	3	0	9	3	0	5	1	1	1	1	2	13	1	3	1	1	6	1	1	1	1	1	1	1	4	2	2	1	1	3	1	1	13	1	1	1	17	1	1	2	1	1	4	7	1	1	16	3	1	5	0	3	9	1	5	2	2	5	1	2	5	2	1	6	9	1	2	1	1	2	1	1	2	1	1	1	2	3	1	6	3	1
Streptomyces violaceusniger Tu 4113 NC_015957.1	26	1	6	3	1	3	1	4	2	2	3	3	1	4	3	2	4	5	3	6	1	15	1	3	4	0	7	2	2	5	1	1	1	1	1	15	1	2	2	1	4	1	3	2	1	1	1	1	4	1	2	1	1	2	3	2	16	1	1	1	17	3	1	2	1	1	5	6	1	1	18	2	1	5	0	2	10	2	3	2	1	5	1	3	4	1	1	8	9	1	3	1	1	3	1	2	1	1	1	1	2	3	1	10	5	1
Streptomyces fulvissimus DSM 40593 NC_021177.1	16	1	4	2	1	3	1	5	2	2	4	2	1	4	3	1	2	3	2	3	1	9	1	3	3	1	5	5	1	4	1	2	1	1	2	13	1	2	1	1	3	3	1	1	1	1	2	1	6	1	2	1	1	1	2	1	12	1	1	2	16	3	1	2	1	1	4	5	1	1	16	1	2	2	1	4	12	3	2	1	2	3	1	1	4	1	1	4	5	1	2	1	1	2	1	1	1	1	1	1	2	3	1	9	3	1
Streptomyces bingchenggensis BCW-1 NC_016582.1	25	3	6	3	2	4	1	6	1	2	2	2	1	4	3	2	4	5	3	6	1	18	1	4	4	0	9	3	3	5	1	1	1	1	1	14	2	3	3	1	5	1	1	2	1	1	1	1	4	1	2	1	1	1	3	1	18	1	1	1	22	2	1	2	3	1	6	8	1	1	22	2	2	6	0	2	10	2	3	3	1	7	1	2	4	2	1	7	8	1	4	2	2	2	1	4	1	1	1	1	2	3	1	11	3	1
Streptomyces pratensis ATCC 33331 NC_016114.1	15	1	4	2	2	2	1	5	2	2	4	2	1	4	3	1	1	3	2	3	1	7	1	3	2	2	6	5	1	4	1	1	1	3	2	13	2	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	11	3	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. SirexAA-E NC_015953.1	20	1	3	2	1	3	1	5	1	2	5	2	1	4	3	1	2	3	2	3	1	6	1	3	3	1	4	4	1	4	1	1	1	2	2	12	1	2	1	1	3	1	1	1	1	1	2	1	8	1	2	1	1	1	2	1	10	1	1	1	12	1	1	2	1	1	3	6	1	1	12	4	1	4	1	4	8	3	2	2	2	3	1	2	4	1	1	4	8	1	2	1	2	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces scabiei sp 87.22 NC_013929.1	17	1	6	2	1	4	1	5	1	2	2	2	1	5	3	2	3	5	3	6	1	6	1	3	4	0	10	4	0	6	1	2	1	1	1	21	1	2	1	1	4	3	1	1	3	1	1	1	7	1	2	1	1	1	3	1	13	1	1	2	15	2	1	2	2	1	6	8	1	1	14	3	1	6	1	4	9	1	3	2	1	4	1	2	2	2	2	7	9	1	3	1	1	2	1	2	2	1	1	1	2	3	1	8	4	2
Streptomyces sp. PAMC26508 NC_021055.1	15	1	4	2	2	2	1	5	2	2	4	2	1	6	5	1	1	3	2	3	1	7	1	3	2	2	6	5	1	4	1	1	1	3	2	13	2	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	11	2	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. PBH53 CP011799.1	18	2	6	2	1	3	1	7	1	2	4	2	1	4	3	1	2	4	3	4	1	10	1	3	3	0	9	4	1	5	1	1	2	1	2	14	1	3	1	1	4	3	3	2	2	1	2	1	2	2	2	1	1	1	2	1	13	1	1	1	16	6	1	2	1	1	6	6	1	1	17	3	1	7	0	5	11	2	3	2	2	5	1	1	5	2	1	7	9	1	2	1	2	2	1	1	1	1	1	1	2	3	1	9	2	1
Streptomyces pristinaespiralis ATCC 25486 NZ_CM000950.1	10	1	4	2	1	2	1	3	2	2	2	2	3	4	4	2	2	4	2	3	1	7	1	3	3	2	5	5	1	4	1	1	1	1	2	10	1	2	1	1	3	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	7	1	2	2	9	1	2	3	1	1	4	7	1	1	9	2	1	1	0	2	6	2	2	3	2	2	1	1	5	1	2	5	7	1	2	1	1	2	1	2	1	1	1	0	1	2	1	5	1	1
Streptomyces roseochromogenes subsp. oscitans DS 12.976 NZ_CM002285.1	17	2	7	2	1	4	1	6	2	2	4	2	1	5	5	2	3	5	3	4	1	6	1	3	5	0	8	4	3	5	1	1	1	1	2	12	1	2	2	1	4	2	1	1	2	1	1	1	4	2	2	1	1	1	2	3	12	1	1	1	18	3	1	2	1	1	5	7	1	1	17	3	2	5	0	4	9	4	3	2	2	8	1	2	4	2	1	6	10	1	2	1	3	2	1	1	2	1	1	1	2	3	1	5	3	1
Streptomyces niveus NCIMB 11891 NZ_CM002280.1	24	1	4	3	1	2	1	7	2	2	2	2	1	4	4	2	2	3	3	3	1	9	1	3	2	1	8	2	1	4	1	1	1	3	2	14	1	2	1	1	3	2	1	1	1	1	1	1	4	2	2	1	1	2	3	2	10	1	1	2	13	1	1	2	1	1	6	7	1	1	11	4	1	4	0	3	8	3	2	2	2	3	1	2	5	1	1	8	6	1	3	1	1	2	1	1	1	1	1	1	2	3	1	5	3	1
Streptomyces albus J1074 NC_020990.1	15	1	4	2	1	3	1	4	2	2	3	2	1	4	3	1	2	3	2	3	1	7	1	3	1	2	5	2	1	4	1	2	1	1	1	11	1	2	1	1	3	2	1	1	1	1	1	1	5	1	2	1	2	2	1	1	10	1	1	1	12	0	1	2	1	1	7	1	1	1	12	2	1	2	1	4	9	3	2	2	1	4	1	1	3	1	1	7	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces sp. 769 NZ_CP003987.1	11	1	6	2	1	2	1	7	1	2	3	3	2	4	2	1	2	4	3	4	1	6	1	3	4	0	10	2	2	6	1	1	1	1	1	20	2	3	2	1	5	2	1	1	1	1	2	1	5	2	2	2	1	1	3	2	13	1	2	2	15	6	2	3	1	1	5	5	1	1	12	3	1	5	0	2	7	2	3	1	2	4	1	1	4	1	1	5	8	1	1	2	4	3	2	1	1	1	1	1	2	3	1	6	5	1
Streptomyces vietnamensis strain GIM4.0001 NZ_CP010407.1	13	1	4	2	1	3	1	5	2	2	2	2	1	4	2	1	4	5	3	5	1	6	1	4	4	0	5	5	1	5	1	1	2	1	1	15	1	2	1	1	5	1	2	2	2	1	2	1	3	1	2	1	1	1	2	2	16	1	1	2	20	2	1	2	1	1	5	6	1	1	20	2	1	2	0	4	8	3	4	1	2	2	1	1	3	1	2	7	8	1	1	3	2	2	1	1	1	1	1	0	2	3	1	6	3	1
Streptomyces ambofaciens ATCC 23877 NZ_CP012382.1	17	2	5	2	2	3	1	6	1	2	2	2	1	4	3	1	2	6	3	6	1	5	1	3	3	1	9	5	1	7	1	2	1	1	1	13	1	2	1	1	6	1	1	1	2	1	1	1	3	1	2	1	1	1	2	2	11	1	1	1	14	0	1	2	1	1	6	7	1	1	16	1	1	3	1	4	10	1	5	2	2	4	1	2	3	2	1	8	8	1	2	1	2	2	1	1	2	1	1	1	2	3	1	7	4	1
Streptomyces rapamycinicus NRRL 5491 CP006567.1	26	1	6	2	1	4	1	6	1	2	3	3	1	6	7	2	5	4	3	6	1	12	1	3	4	0	10	4	2	5	1	1	1	1	1	16	1	2	2	1	5	3	2	3	2	1	2	1	7	1	2	1	1	2	3	3	14	2	1	1	16	3	1	2	1	1	9	9	1	1	20	5	1	5	0	3	11	2	4	3	1	6	1	4	6	1	1	9	14	1	6	1	1	3	1	3	1	1	1	1	2	3	1	12	3	1
Streptomyces sp. CFMR 7 NZ_CP011522.1	15	1	5	2	2	2	1	4	2	2	5	2	1	5	3	1	2	3	2	4	1	8	1	3	3	1	8	5	2	4	1	1	1	1	2	12	1	3	1	1	3	3	2	1	1	1	1	1	6	1	2	1	1	1	2	1	13	1	1	1	16	3	1	2	1	1	6	7	1	1	15	1	2	3	1	4	10	3	2	2	2	4	1	2	3	2	1	6	5	1	1	1	1	2	1	1	1	1	1	0	2	3	1	8	3	1
Streptomyces sp. Mg1 NZ_CP011664.1	13	1	4	1	1	3	1	5	1	2	4	2	1	5	4	1	2	4	3	3	1	4	1	3	3	0	6	5	0	4	2	1	2	1	1	11	1	2	1	1	4	2	3	2	1	2	2	2	5	1	2	1	1	1	1	1	11	1	1	2	14	2	1	2	1	1	5	4	1	1	13	2	1	3	0	2	6	2	3	2	2	4	1	2	4	3	2	6	7	1	1	1	1	2	1	1	1	2	1	1	2	3	1	6	4	1
Streptomyces leeuwenhoekii C34 NZ_LN831790.1	19	2	4	2	2	3	1	5	1	2	2	2	1	6	5	1	2	4	3	5	1	5	1	4	3	1	6	3	2	4	1	2	1	1	1	14	1	2	1	1	3	3	3	2	3	1	1	1	3	2	2	1	1	1	2	1	11	1	1	1	12	4	1	2	1	1	5	5	1	1	12	2	1	3	1	4	10	1	2	2	2	4	1	2	5	2	2	7	9	1	2	1	2	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces incarnatus strain NRRL 8089 CP011497.1	20	2	5	2	1	3	2	8	1	2	4	2	1	4	4	1	3	5	3	4	1	6	1	5	4	0	6	4	0	5	1	1	1	1	2	14	1	2	2	1	4	1	1	1	2	1	2	1	4	1	2	1	1	2	3	1	11	1	1	1	15	3	3	4	1	1	5	8	1	1	17	3	1	3	0	3	8	2	3	2	1	5	1	2	5	2	1	7	9	1	2	1	2	2	1	1	2	1	1	1	2	3	1	7	5	1
Streptomyces davawensis strain JCM 4913 NC_020504.1	22	2	6	1	1	2	1	8	2	2	4	3	1	4	4	2	4	4	2	4	1	9	1	5	4	1	6	6	2	5	2	2	1	1	1	12	1	2	1	1	3	2	2	1	2	1	2	1	4	1	2	1	1	1	2	1	12	1	1	1	15	2	1	2	1	1	4	8	1	1	16	3	1	4	0	3	8	2	2	2	2	4	1	2	3	2	1	7	7	2	2	2	1	3	1	1	2	1	1	1	2	3	1	7	4	1
Streptomyces lydicus A02 NZ_CP007699.1	13	1	4	2	1	2	1	7	2	2	2	2	2	4	2	1	2	5	3	5	1	8	1	3	3	0	10	3	3	5	1	1	1	1	1	13	1	2	1	1	3	2	1	1	1	1	1	1	4	1	2	1	1	1	3	1	15	1	1	1	16	6	1	2	1	1	4	4	1	1	16	2	1	7	0	2	10	2	2	1	2	5	1	1	3	2	1	5	6	1	1	1	1	2	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces sp. GBA 94-10 NZ_CM002271.1	16	1	3	2	1	3	1	5	1	2	2	4	1	4	3	1	2	3	2	3	1	8	1	3	1	1	6	3	1	4	1	2	1	1	1	12	1	2	1	1	4	1	1	1	1	1	2	1	4	2	2	1	2	2	1	1	12	1	1	1	13	0	1	2	1	1	6	2	1	1	13	2	1	2	0	4	8	3	3	2	1	3	1	1	3	1	1	6	5	1	1	1	1	4	3	1	1	1	1	1	2	3	1	7	3	3
Streptomyces sp. PVA 94-07 NZ_CM002273.1	16	1	4	2	1	3	1	5	1	2	2	4	1	4	3	1	2	3	2	3	1	8	1	3	1	1	6	3	1	4	1	2	1	1	1	12	1	2	1	1	4	1	1	1	1	1	2	1	4	1	2	1	2	2	1	1	13	1	1	1	14	0	1	2	1	1	6	2	1	1	14	2	1	2	0	4	9	2	3	2	1	3	1	1	3	1	1	6	5	1	1	1	1	4	3	1	1	1	1	1	2	3	1	7	4	3
Streptomyces hygroscopicus subsp. jinggangensis 5008 NC_017765.1	20	2	6	1	1	5	1	8	1	2	4	2	1	6	5	2	4	4	3	5	1	7	1	5	4	1	9	4	0	6	1	2	1	1	1	17	1	3	1	1	5	1	3	1	2	1	1	1	3	1	2	1	1	3	2	1	9	2	1	1	15	4	1	2	1	1	5	6	1	1	16	2	2	6	1	5	10	2	4	3	2	5	1	2	4	2	1	8	13	1	1	1	3	2	1	1	1	1	1	1	2	3	1	8	3	1
Streptomyces xiamenensis strain 318 NZ_CP009922.2	14	1	2	1	2	1	1	5	2	2	3	2	1	4	3	1	2	3	2	4	1	8	1	4	2	1	6	1	0	5	1	1	1	1	1	9	1	2	1	1	5	2	1	1	1	1	1	1	4	2	2	2	1	1	1	1	7	1	2	2	8	1	1	1	1	1	4	5	1	1	8	2	1	2	0	2	6	3	4	1	1	3	1	2	5	1	1	4	6	1	2	1	2	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces cattleya NRRL 8057 = DSM 46488 NC_017586.1	12	1	4	2	1	2	1	5	1	2	4	2	0	5	4	1	1	4	3	4	1	5	1	4	3	0	5	1	1	4	1	2	1	1	1	13	2	2	0	1	4	2	1	1	1	1	2	1	4	1	2	1	1	1	2	1	6	1	1	1	6	3	1	2	1	1	2	4	1	1	9	1	1	4	0	3	7	1	2	1	1	2	1	1	2	1	1	4	7	1	1	3	1	2	1	1	1	1	1	1	2	3	1	8	2	1
Streptomyces sviceus ATCC 29083 NZ_CM000951.1	20	2	5	2	1	4	1	7	2	2	4	2	1	5	5	2	4	6	3	5	1	8	1	2	4	0	5	3	1	6	1	4	1	2	2	15	1	2	1	1	4	1	2	1	2	1	2	1	5	1	2	1	1	2	3	1	12	2	1	2	14	0	1	2	1	1	6	8	1	1	15	2	1	2	0	3	9	2	3	2	2	4	1	1	4	2	3	7	9	1	2	1	2	2	1	1	2	1	1	1	2	3	1	8	3	2
Streptomyces nodosus strain ATCC 14899 NZ_CP009313.1	18	1	5	2	1	3	1	7	2	2	2	2	1	4	4	1	2	3	2	5	1	4	1	3	3	1	8	3	1	5	1	1	1	2	1	14	1	2	1	1	3	1	1	1	1	1	1	1	4	1	2	1	1	1	2	1	10	2	1	2	11	3	1	2	1	1	5	5	1	1	10	4	1	4	0	3	7	3	2	4	2	6	1	1	3	1	1	5	8	1	2	1	1	2	1	1	1	1	1	1	2	3	1	7	4	1
Streptomyces clavuligerus ATCC 27064 NZ_CM000913.1	12	1	4	1	0	2	1	4	1	2	4	2	1	4	4	1	2	3	2	3	1	5	1	4	3	1	7	2	1	5	1	1	1	1	1	17	2	2	1	1	4	1	1	1	1	1	1	1	3	1	2	1	1	1	3	1	8	1	1	1	12	2	1	2	1	1	4	4	1	1	13	2	1	6	2	4	8	1	2	1	0	3	1	1	2	1	1	5	5	1	2	1	1	2	1	2	1	1	1	1	2	3	1	6	4	1
Streptomyces sp. Tu6071 NZ_CM001165.1	24	1	3	3	1	3	1	5	2	2	3	2	1	4	3	1	2	3	2	3	1	8	1	3	2	1	6	1	2	5	1	1	1	1	1	11	1	3	1	1	3	1	1	1	1	1	2	1	6	2	2	1	1	1	2	1	8	1	1	1	10	1	1	2	1	1	5	2	1	1	11	2	1	5	1	3	7	3	2	2	1	3	1	1	3	1	2	4	5	1	2	2	1	2	1	1	2	1	1	1	2	3	1	5	4	1
Streptomyces lividans TK24 NZ_CP009124.1	23	2	5	2	2	3	1	6	2	2	4	2	1	6	4	2	3	5	3	3	1	10	1	3	4	1	5	4	1	5	1	1	1	1	1	16	1	2	1	1	3	2	1	1	1	1	1	1	5	2	2	2	1	1	2	2	13	1	2	2	15	1	1	2	2	1	6	6	1	1	13	1	1	4	0	3	10	2	2	3	2	4	1	3	4	2	2	7	8	2	4	1	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces avermitilis MA-4680 = NBRC 14893 NC_003155.4	20	2	5	2	1	2	1	6	1	2	4	2	1	4	3	2	4	5	3	4	1	6	1	4	3	0	6	3	2	5	1	1	1	1	1	14	1	3	2	1	3	1	1	1	2	1	1	1	4	1	2	1	1	1	2	1	11	1	1	1	14	1	1	2	1	1	3	7	1	1	15	2	2	5	0	3	7	3	2	2	2	5	1	2	4	2	2	6	9	1	2	2	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces cyaneogriseus subsp. noncyanogenus strain NMWT NZ_CP010849.1	17	2	5	2	2	3	1	5	1	2	2	2	1	6	5	1	2	4	3	4	1	4	1	4	3	1	6	3	2	5	1	2	1	1	1	13	1	2	1	1	4	1	2	1	2	1	1	1	3	1	2	1	1	1	2	1	9	1	1	1	13	3	1	2	1	1	5	5	1	1	11	1	1	3	0	3	8	1	3	2	2	4	1	2	5	2	1	7	9	1	2	1	1	2	1	1	2	1	1	1	2	3	1	7	4	1
Streptomyces sp. CNQ-509 NZ_CP011492.1	18	1	3	1	1	3	1	5	1	2	4	2	1	4	3	1	1	4	3	4	1	9	1	4	2	0	5	1	0	6	1	1	1	1	1	11	1	2	1	1	4	2	1	1	1	1	2	1	5	1	2	2	1	1	1	2	12	1	1	1	14	0	1	1	1	1	6	6	1	1	11	2	1	4	0	4	9	1	3	1	1	3	1	1	3	1	2	8	6	1	4	1	1	2	1	2	1	1	1	1	2	3	1	3	3	1
Streptomyces griseus subsp. griseus NBRC 13350 NC_010572.1	14	1	4	2	1	2	1	7	2	2	4	2	1	4	3	1	2	3	2	3	1	10	1	3	3	1	6	5	2	4	1	1	1	1	2	15	1	2	2	1	3	1	1	1	1	1	2	1	4	1	2	1	1	2	2	1	10	1	1	1	15	1	2	2	1	1	5	7	1	1	16	1	1	3	1	3	8	2	2	1	2	3	1	1	3	1	1	5	6	1	2	1	1	2	1	1	1	1	1	0	2	3	1	7	5	1
Streptomyces venezuelae ATCC 10712 NC_018750.1	15	1	4	3	1	3	1	5	2	2	3	2	1	4	2	1	2	5	3	4	1	6	1	4	3	0	6	4	1	4	1	1	1	2	2	16	2	2	1	1	5	3	1	1	1	1	2	1	6	2	2	2	1	1	2	1	13	1	2	2	16	5	1	2	1	1	5	7	1	1	14	2	1	4	0	6	12	3	3	1	2	4	1	1	2	1	2	7	7	1	2	4	1	2	1	1	1	1	1	1	2	3	1	7	3	1
